"artist","track","views","rnk"
"Banda El Recodo","Te Presumo","120158160","2"
"Banda El Recodo","Mi Vicio Más Grande","99663132","3"
"Banda Los Recoditos","Mi Último Deseo","772856415","1"
"Banda Los Recoditos","Me Sobrabas Tú","287120266","2"
"Banda Los Recoditos","Perfecta","251647598","3"
"Banda Machos","Mi luna, mi estrella","32099026","1"
"Banda Machos","Me llamo Raquel","30097535","2"
"Banda Machos","Leña de pirul","15119190","3"
"Banda MS de Sergio Lizárraga","Me Vas a Extrañar","511537476","1"
"Banda MS de Sergio Lizárraga","La Casita","156179239","2"
"Banda MS de Sergio Lizárraga","La Sinvergüenza","121168740","3"
"Banda Pequeños Musical","Por Mis Defectos","50400062","1"
"Banda Pequeños Musical","Reencuentro","31787751","2"
"Banda Pequeños Musical","Un loco solitario","21353311","3"
"Barbra Streisand","Tell Him (Duet with Barbra Streisand)","49738566","1"
"Barbra Streisand","Memory","24216375","2"
"Barbra Streisand","Guilty (feat. Barry Gibb)","10399742","3"
"Barry White","Can't Get Enough Of Your Love, Babe","68939076","1"
"Barry White","Can't Get Enough Of Your Love, Babe","68939076","1"
"Barry White","You're The First, The Last, My Everything","48205543","2"
"Barry White","Never, Never Gonna Give Ya Up","8776139","3"
"Bas","Tribe (with J. Cole)","74404655","1"
"Bas","Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)","12044310","2"
"Bas","Night Job","11657963","3"
"Bastille","Happier","1048917172","1"
"Bastille","Pompeii","711949767","2"
"Bastille","Things We Lost In The Fire","71554780","3"
"Bazzi","Beautiful","199467012","1"
"Bazzi","Beautiful (feat. Camila Cabello)","199467012","1"
"Bazzi","Mine","199141503","2"
"Bazzi","I.F.L.Y.","138707540","3"
"bbno$","Lalala","539514484","1"
"bbno$","Lalala - Ilkan Gunuc Remix","121649316","2"
"bbno$","edamame (feat. Rich Brian)","68352490","3"
"beabadoobee","death bed (coffee for your head)","562341931","1"
"beabadoobee","If You Want To","9666051","2"
"beabadoobee","Coffee","5648813","3"
"Beach House","Space Song","96877042","1"
"Beach House","Lemon Glow","3860926","2"
"Beach House","Myth","2439327","3"
"Beach Weather","Sex, Drugs, Etc. - Sped Up Version","12007728","1"
"Beach Weather","Sex, Drugs, Etc.","3565988","2"
"Beach Weather","Chit Chat","443038","3"
"Bear McCreary","God of War Ragnarök (feat. Eivør)","3761987","1"
"Bear McCreary","Blood Upon the Snow","2902097","2"
"Bear McCreary","Dance of the Druids (feat. Raya Yarbrough)","1676172","3"
"Beastie Boys","Sabotage","111775988","1"
"Beastie Boys","Intergalactic - Remastered 2009","78862850","2"
"Beastie Boys","No Sleep Till Brooklyn","46709599","3"
"Bebe Rexha","Meant to Be (feat. Florida Georgia Line)","1103931482","1"
"Bebe Rexha","Say My Name","955813606","2"
"Bebe Rexha","In the Name of Love","740821619","3"
"Beck","Loser","168106005","1"
"Beck","Dreams","15422807","2"
"Beck","Up All Night","11364978","3"
"Becky G","Mayores","2248375030","1"
"Becky G","Sin Pijama","2086480901","2"
"Becky G","Bubalu","514554865","3"
"Becky Hill","Lose Control","114132916","1"
"Becky Hill","Afterglow","81581072","2"
"Becky Hill","Gecko (Overdrive) - Radio Edit","33418006","3"
"Bedoes 2115","BEDOESIARA","12431448","1"
"Bedoes 2115","Wschód (lubi? zapierdala?)","8928764","2"
"Bedoes 2115","KETCHUP","8870226","3"
"Bee Gees","How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack","506541558","1"
"Bee Gees","Stayin' Alive","281066254","2"
"Bee Gees","Stayin Alive","281066254","2"
"Bee Gees","Too Much Heaven","88124299","3"
"Belanova","Rosa Pastel","156115735","1"
"Belanova","Por Ti","46019843","2"
"Belanova","No Me Voy A Morir","41428922","3"
"Belinda","Amor A Primera Vista","721703266","1"
"Belinda","La Niña de la Escuela","233501982","2"
"Belinda","Luz Sin Gravedad","79670207","3"
"Belo","Perfume - Ao Vivo","72020000","1"
"Belo","Perfume - Ao Vivo","72020000","1"
"Belo","Reinventar","52089829","2"
"Belo","Perfume / Intriga da Oposição / Desse Jeito é Ruim pra Mim - Ao Vivo","29250439","3"
"Belo","Desse Jeito é Ruim pra Mim - Ao Vivo","29250439","3"
"Ben E. King","Stand by Me","16123913","1"
"Ben E. King","Stand by Me","16123913","1"
"Ben E. King","This Magic Moment","6470600","2"
"Ben E. King","Don't Play That Song (You Lied)","2051415","3"
"Ben&Ben","Make It With You","0","1"
"Ben&Ben","Lifetime","0","1"
"Ben&Ben","Maybe The Night","0","1"
"Ben&Ben","Pagtingin","0","1"
"Ben&Ben","The Ones We Once Loved","0","1"
"Ben&Ben","Leaves","0","1"
"Ben&Ben","Araw-Araw","0","1"
"Ben&Ben","Sa Susunod na Habang Buhay","0","1"
"Ben&Ben","Kathang Isip","0","1"
"Ben&Ben","Paninindigan Kita","0","1"
"Benjamin Blümchen","Benjamin Blümchen Lied","3060922","1"
"Benjamin Blümchen","Kapitel 07: auf Weltreise (Folge 150)","22297","2"
"Benjamin Blümchen","Kapitel 01: Das große Gewitter (Folge 153)","6583","3"
"Benjamin Blümchen","Kapitel 15: Das große Gewitter (Folge 153)","6583","3"
"Benjamin Blümchen","Kapitel 16: Das große Gewitter (Folge 153)","6583","3"
"Benjamin Blümchen","Kapitel 03: Das große Gewitter (Folge 153)","6583","3"
"Benjamin Blümchen","Kapitel 04: Das große Gewitter (Folge 153)","6583","3"
"Benjamin Blümchen","Kapitel 13: Das große Gewitter (Folge 153)","6583","3"
"Benjamin Blümchen","Kapitel 05: Das große Gewitter (Folge 153)","6583","3"
"Benjamin Blümchen","Kapitel 02: Das große Gewitter (Folge 153)","6583","3"
"Benny Benassi","Satisfaction - Uk Radio Edit","110167764","1"
"Benny Benassi","Satisfaction","110167764","1"
"Benny Benassi","Beautiful People","10294390","2"
"Benny Benassi","Cinema - Skrillex Remix","8574221","3"
"benny blanco","Eastside (with Halsey & Khalid) - Acoustic","632403061","1"
"benny blanco","Eastside (with Halsey & Khalid)","632403061","1"
"benny blanco","I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","238005242","2"
"benny blanco","Lonely (with benny blanco)","161000882","3"
"Benny Dayal","Badtameez Dil","286021643","1"
"Benny Dayal","Lat Lag Gayee","266117743","2"
"Benny Dayal","Kaise Mujhe","107978552","3"
"Benny Sings","Loving Is Easy","36330842","1"
"Benny Sings","Passionfruit","3293968","2"
"Benny Sings","Rolled Up","1645949","3"
"Beret","Vuelve","386064829","1"
"Beret","Vuelve","386064829","1"
"Beret","Lo siento","130432750","2"
"Beret","Ojalá","73183023","3"
"Berliner Philharmoniker","Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio","17040476","1"
"Berliner Philharmoniker","Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 13, Waltz of the Flowers","280310","2"
"Berliner Philharmoniker","An der schönen blauen Donau, Op. 314","253640","3"
"Bethel Music","It Is Well - Live","91147521","1"
"Bethel Music","Goodness of God - Live","85928372","2"
"Bethel Music","Goodness of God","85928372","2"
"Bethel Music","Raise a Hallelujah - Live","49990672","3"
"Bethel Music","Raise a Hallelujah (Studio Version)","49990672","3"
"Beyoncé","Halo","1357273902","1"
"Beyoncé","Drunk in Love (feat. Jay-Z)","687031207","2"
"Beyoncé","Crazy In Love (feat. Jay-Z)","669084413","3"
"BIA","BEST ON EARTH (feat. BIA) - Bonus","42789476","1"
"BIA","WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix","38392846","2"
"BIA","Bamba (feat. Aitch & BIA)","30337484","3"
"Bibi Blocksberg","Kapitel 16: Der Hexenbesenausflug (Folge 146)","12010","1"
"Bibi Blocksberg","Kapitel 09: Der Hexenbesenausflug (Folge 146)","12010","1"
"Bibi Blocksberg","Kapitel 12: Der Hexenbesenausflug (Folge 146)","0","2"
"Bibi Blocksberg","Kapitel 13: Der Hexenbesenausflug (Folge 146)","0","2"
"Bibi Blocksberg","Kapitel 10: Der Hexenbesenausflug (Folge 146)","0","2"
"Bibi Blocksberg","Kapitel 15: Der Hexenbesenausflug (Folge 146)","0","2"
"Bibi Blocksberg","Kapitel 17: Der Hexenbesenausflug (Folge 146)","0","2"
"Bibi Blocksberg","Kapitel 11: Der Hexenbesenausflug (Folge 146)","0","2"
"Bibi Blocksberg","Kapitel 08: Der Hexenbesenausflug (Folge 146)","0","2"
"Bibi Blocksberg","Kapitel 06: Der Hexenbesenausflug (Folge 146)","0","2"
"Bibi und Tina","Mädchen gegen Jungs (feat. Lina Larissa Strahl, Lisa-Marie Koroll, Phil Laude, Louis H.)","35621014","1"
"Bibi und Tina","Up, up, up (Nobody’s perfect) [feat. Lina Larissa Strahl]","28232871","2"
"Bibi und Tina","98 Prozent (feat. Mavie Hörbiger)","10136881","3"
"Big Sean","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","673497844","1"
"Big Sean","I Don't Fuck With You","382303374","2"
"Big Sean","Blessings","278871629","3"
"BIGBANG","BANG BANG BANG","623574619","1"
"BIGBANG","LOSER","247840995","2"
"BIGBANG","LET'S NOT FALL IN LOVE","224068666","3"
"Bill Withers","Lovely Day","60056332","1"
"Bill Withers","Ain't No Sunshine","18484730","2"
"Bill Withers","Use Me","3965032","3"
"Billie Eilish","lovely (with Khalid)","1721400523","1"
"Billie Eilish","bad guy","1224659786","2"
"Billie Eilish","when the party's over","845341855","3"
"Billie Holiday","I'll Be Seeing You","7534069","1"
"Billie Holiday","Strange Fruit","6251137","2"
"Billie Holiday","Crazy He Calls Me","4279791","3"
"Billy Currington","People Are Crazy","176130692","1"
"Billy Currington","Must Be Doin' Somethin' Right","71904394","2"
"Billy Currington","Pretty Good At Drinkin' Beer","62326391","3"
"Billy Idol","Eyes Without A Face","259236899","1"
"Billy Idol","Rebel Yell","122951750","2"
"Billy Idol","White Wedding - Pt. 1","51918217","3"
"Billy Idol","White Wedding – Part 1","51918217","3"
"Billy Joel","Piano Man","221617182","1"
"Billy Joel","Uptown Girl","208075172","2"
"Billy Joel","We Didn't Start the Fire","150509354","3"
"Billy Ray Cyrus","Old Town Road - Remix","668632217","1"
"Billy Ray Cyrus","Old Town Road - Remix","668632217","1"
"Billy Ray Cyrus","Achy Breaky Heart","99869043","2"
"Billy Ray Cyrus","Old Town Road - Diplo Remix","6979877","3"
"Billy Talent","Rusted From the Rain","22224639","1"
"Billy Talent","Viking Death March","16263590","2"
"Billy Talent","Red Flag","16233501","3"
"Bing Crosby","Winter Wonderland - Remastered","4862475","1"
"Bing Crosby","White Christmas","3283796","2"
"Bing Crosby","I'll Be Home For Christmas - Single Version","906607","3"
"Binomio de Oro de América","Si Tu Amor No Vuelve","110292869","1"
"Binomio de Oro de América","Niña Bonita","104788852","2"
"Binomio de Oro de América","Me Ilusione","74157339","3"
"Birdy","Skinny Love","208267140","1"
"Birdy","People Help the People","193405761","2"
"Birdy","Wings","148713163","3"
"Bizarrap","Quevedo: Bzrp Music Sessions, Vol. 52","445651900","1"
"Bizarrap","L-Gante: Bzrp Music Sessions, Vol.38","309972301","2"
"Bizarrap","Shakira: Bzrp Music Sessions, Vol. 53","252151147","3"
"Björk","Army of Me","15997107","1"
"Björk","Venus as a Boy","6394177","2"
"Björk","All Is Full of Love","4432383","3"
"BK","Poesia Acústica #2: Sobre Nós","639982634","1"
"BK","Poesia Acústica 10: Recomeçar","152769391","2"
"BK","Planos","54668895","3"
"Black Eyed Peas","RITMO (Bad Boys For Life)","1021503328","1"
"Black Eyed Peas","Where Is The Love?","888076529","2"
"Black Eyed Peas","Pump It","755836314","3"
"Black Sabbath","Paranoid - 2012 - Remaster","190335069","1"
"Black Sabbath","Iron Man - 2012 - Remaster","44231930","2"
"Black Sabbath","God Is Dead?","26811334","3"
"blackbear","do re mi","204429389","1"
"blackbear","hot girl bummer","138288677","2"
"blackbear","my ex's best friend (with blackbear)","102440180","3"
"BLACKPINK","DDU-DU DDU-DU","2012854627","1"
"BLACKPINK","Kill This Love","1734794444","2"
"BLACKPINK","BOOMBAYAH","1532197552","3"
"Blackstreet","No Diggity","323564166","1"
"Blackstreet","No Diggity","323564166","1"
"Blackstreet","No Diggity - Radio Version","323564166","1"
"Blackstreet","No Diggity","323564166","1"
"Blackstreet","Before I Let You Go","40741301","2"
"Blackstreet","Joy","6472821","3"
"Blake Shelton","God's Country","187335275","1"
"Blake Shelton","Boys 'Round Here (feat. Pistol Annies & Friends)","112158389","2"
"Blake Shelton","Nobody But You (Duet with Gwen Stefani)","82533445","3"
"Blessd","Medallo","291310129","1"
"Blessd","Tendencia Global","100219322","2"
"Blessd","Instagram","94346275","3"
"blink-182","I Miss You","351164165","1"
"blink-182","All The Small Things","332704458","2"
"blink-182","First Date","199905842","3"
"Blondie","Heart Of Glass","379063426","1"
"Blondie","Heart Of Glass - Special Mix","379063426","1"
"Blondie","Maria","70126379","2"
"Blondie","Call Me","64834881","3"
"Blue Öyster Cult","(Don't Fear) The Reaper","59838390","1"
"Blue Öyster Cult","(Don't Fear) The Reaper","59838390","1"
"Blue Öyster Cult","Burnin' for You","33527186","2"
"Blue Öyster Cult","Veteran of the Psychic Wars","4842787","3"
"Blueface","Thotiana","249073434","1"
"Blueface","Daddy (feat. Rich The Kid)","94798353","2"
"Blueface","Moonwalking in Calabasas (feat. Blueface) - Remix","91024154","3"
"Blur","Song 2 - 2012 Remaster","159535769","1"
"Blur","Girls & Boys","46455300","2"
"Blur","Coffee & TV","34257073","3"
"Blxst","Chosen (feat. Ty Dolla $ign)","77829458","1"
"Blxst","Overrated","7494807","2"
"Blxst","Fck Boys","5352136","3"
"Bo Burnham","Welcome to The Internet","101089169","1"
"Bo Burnham","All Eyes On Me","31452388","2"
"Bo Burnham","Art Is Dead","25057959","3"
"Bob Dylan","Hurricane","39795912","1"
"Bob Dylan","Like a Rolling Stone","39704803","2"
"Bob Dylan","Knockin' On Heaven's Door","30715115","3"
"Bob Marley & The Wailers","Is This Love","325433542","1"
"Bob Marley & The Wailers","No Woman, No Cry - Live At The Lyceum, London/1975","325433542","1"
"Bob Marley & The Wailers","Could You Be Loved","325433542","1"
"Bob Marley & The Wailers","Three Little Birds","0","2"
"Bob Marley & The Wailers","Redemption Song","0","2"
"Bob Marley & The Wailers","Waiting In Vain","0","2"
"Bob Marley & The Wailers","Natural Mystic","0","2"
"Bob Marley & The Wailers","One Love / People Get Ready - Medley","0","2"
"Bob Marley & The Wailers","Jamming","0","2"
"Bob Marley & The Wailers","Buffalo Soldier","0","2"
"Bob Seger","Old Time Rock & Roll","76823002","1"
"Bob Seger","Against The Wind","8700091","2"
"Bob Seger","Night Moves","7194461","3"
"Bob Sinclar","World Hold on (Children of the Sky) [Radio Edit]","180196947","1"
"Bob Sinclar","World, Hold On","180196947","1"
"Bob Sinclar","Love Generation","153810049","2"
"Bob Sinclar","Love Generation - Radio Edit","153810049","2"
"Bob Sinclar","Rock This Party - Everybody Dance Now","24336182","3"
"Bobby Helms","Jingle Bell Rock","11833849","1"
"Bobby Helms","(You Are) My Special Angel","4089581","2"
"Bobby Helms","Fraulein - Single Version","2561436","3"
"Bobby Helms","Fraulein","2561436","3"
"Boef","Habiba","73125612","1"
"Boef","Hosselen","25447670","2"
"Boef","Paperchase","23206213","3"
"Böhse Onkelz","Auf gute Freunde","27496751","1"
"Böhse Onkelz","Nur die besten sterben jung","12255474","2"
"Böhse Onkelz","Nichts ist für die Ewigkeit","5923834","3"
"Bomba Estéreo","To My Love","330406883","1"
"Bomba Estéreo","To My Love - Tainy Remix","254887149","2"
"Bomba Estéreo","Ojitos Lindos","238019371","3"
"Bombay Jayashri","Vaseegara","30926842","1"
"Bombay Jayashri","Zara Zara","6996631","2"
"Bombay Jayashri","Unakkul Naane","4604343","3"
"Bon Iver","Holocene","103456549","1"
"Bon Iver","exile (feat. Bon Iver)","84939749","2"
"Bon Iver","Skinny Love","7388652","3"
"Bon Jovi","It's My Life","1215486930","1"
"Bon Jovi","Livin' On A Prayer","1001651093","2"
"Bon Jovi","Always","906667845","3"
"Bone Thugs-N-Harmony","I Tried","153383898","1"
"Bone Thugs-N-Harmony","Tha Crossroads","145502892","2"
"Bone Thugs-N-Harmony","Thuggish Ruggish Bone","39392004","3"
"BONES","HDMI","51095989","1"
"BONES","Oxygen","11938643","2"
"BONES","LooseScrew","9967685","3"
"Boney M.","Rasputin - Single Version","418957377","1"
"Boney M.","Ma Baker","283117873","2"
"Boney M.","Rivers of Babylon","180559851","3"
"Bonez MC","Ohne mein Team","150256849","1"
"Bonez MC","500 PS","129128884","2"
"Bonez MC","Blaues Licht","34503390","3"
"Bonnie Tyler","Total Eclipse of the Heart","936853373","1"
"Bonnie Tyler","Total Eclipse of the Heart","936853373","1"
"Bonnie Tyler","Holding Out for a Hero - From ""Footloose"" Soundtrack","140646077","2"
"Bonnie Tyler","Holding Out for a Hero - Single Version","140646077","2"
"Bonnie Tyler","It's a Heartache","82006405","3"
"Bonnie Tyler","It's a Heartache","82006405","3"
"Bonobo","Cirrus","17637346","1"
"Bonobo","Kerala","12381428","2"
"Bonobo","Rosewood","1013762","3"
"Booba","92i veyron","90075039","1"
"Booba","Mona Lisa","82269563","2"
"Booba","Petite fille","77810161","3"
"Boosie Badazz","One of Them Days Again","62972186","1"
"Boosie Badazz","Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix","53125323","2"
"Boosie Badazz","Mop Wit It","23420294","3"
"Bootie Brown","New Gold (feat. Tame Impala and Bootie Brown)","8435336","1"
"Bootsy Collins","I'd Rather Be with You","49456778","1"
"Bootsy Collins","After Last Night (with Thundercat & Bootsy Collins)","21483035","2"
"Bootsy Collins","What's a Telephone Bill?","3471300","3"
"Boston","More Than a Feeling","26111453","1"
"Boston","Foreplay / Long Time","14560556","2"
"Boston","Peace of Mind","10605802","3"
"Boyce Avenue","We Can't Stop","314294689","1"
"Boyce Avenue","Photograph","267346638","2"
"Boyce Avenue","Heaven","183027644","3"
"BoyWithUke","Understand","63409296","1"
"BoyWithUke","Long Drives","40463692","2"
"BoyWithUke","IDGAF (with blackbear)","37438855","3"
"Boyz II Men","One Sweet Day","283505590","1"
"Boyz II Men","End Of The Road","253110030","2"
"Boyz II Men","I'll Make Love To You","183987384","3"
"Brad Paisley","Whiskey Lullaby (feat. Alison Krauss)","234466296","1"
"Brad Paisley","Remind Me (with Carrie Underwood)","150455253","2"
"Brad Paisley","She's Everything","77653564","3"
"Bradley Cooper","Shallow","1410152179","1"
"Bradley Cooper","I'll Never Love Again - Film Version","462824389","2"
"Bradley Cooper","Maybe It's Time","55368059","3"
"Brandi Carlile","The Story","48256358","1"
"Brandi Carlile","The Joke","9198502","2"
"Brandi Carlile","Party of One (feat. Sam Smith)","7718350","3"
"Brandy","The Boy Is Mine","72129463","1"
"Brandy","Put It Down (feat. Chris Brown)","58424611","2"
"Brandy","Have You Ever","45557589","3"
"Brantley Gilbert","Bottoms Up - Remix","277832334","1"
"Brantley Gilbert","Bottoms Up","277832334","1"
"Brantley Gilbert","Kick It In The Sticks","105765068","2"
"Brantley Gilbert","The Weekend","83016823","3"
"Bread","Make It with You","31601332","1"
"Bread","Lost Without Your Love","3912966","2"
"Bread","Sweet Surrender","2361946","3"
"Breaking Benjamin","The Diary of Jane - Single Version","212771663","1"
"Breaking Benjamin","I Will Not Bow","97359554","2"
"Breaking Benjamin","Angels Fall","61358357","3"
"Brenda Lee","I'm Sorry","14209138","1"
"Brenda Lee","If You Love Me (Really Love Me)","4916362","2"
